_TITLE1 TOTAL INTER INTRA RESTR VDW
ZINC03465215 -18.916 -16.403 0.775 0.000 -28.222
ZINC03465233 -18.227 -15.231 0.320 0.000 -25.607
ZINC03465237 -19.901 -17.758 0.809 0.000 -28.555
ZINC03465249 -20.398 -16.249 -0.884 0.000 -26.305
ZINC03468577 -22.895 -20.633 0.921 0.000 -29.460
ZINC03468582 -23.352 -17.254 -2.816 0.000 -25.007
ZINC03477676 -21.489 -17.865 -0.346 0.000 -27.497
ZINC03478286 -22.041 -18.395 -0.913 0.000 -29.645
ZINC03486643 -18.577 -20.273 1.404 0.000 -31.822
ZINC03491142 -23.924 -20.094 -0.696 0.000 -25.034
ZINC03495698 -25.476 -20.906 -1.304 0.000 -30.165
ZINC03504558 -21.449 -22.019 -3.458 0.000 -27.250
ZINC03527986 -16.685 -11.345 -2.063 0.000 -26.745
ZINC03528552 -21.032 -17.323 -0.424 0.000 -24.233
ZINC03565736 -14.464 -10.847 -0.330 0.000 -21.786
ZINC03574158 -24.606 -24.141 2.892 0.000 -25.718
ZINC03597876 -21.793 -18.007 -0.438 0.000 -30.522
ZINC03613223 -21.818 -17.214 -1.315 0.000 -21.178
ZINC03618087 -19.827 -15.761 -0.691 0.000 -25.709
ZINC03626585 -18.543 -20.770 1.652 0.000 -31.965
ZINC03627016 -21.958 -16.649 -1.904 0.000 -28.062
ZINC03632481 -22.580 -18.830 -0.373 0.000 -30.945
ZINC03632524 -20.373 -15.668 -1.324 0.000 -31.068
ZINC03632628 -24.455 -20.088 -1.090 0.000 -26.233
ZINC03632660 -28.367 -19.302 -5.756 0.000 -27.476
ZINC03632663 -23.567 -12.707 -7.557 0.000 -26.906
ZINC03632688 -21.863 -17.421 -1.166 0.000 -24.994
ZINC03632705 -18.553 -14.768 -4.103 0.000 -27.790
ZINC03632710 -23.351 -14.803 -5.199 0.000 -24.445
ZINC03632724 -20.407 -18.906 1.837 0.000 -28.056
ZINC03632731 -18.079 -21.342 2.952 0.000 -30.543
ZINC03635480 -16.588 -13.855 0.561 0.000 -24.664
ZINC03639629 -13.976 -16.882 4.774 0.000 -27.078
ZINC03644064 -19.824 -17.869 1.355 0.000 -26.474
ZINC03664134 -14.878 -15.289 3.795 0.000 -25.595
ZINC03666674 -17.625 -16.970 2.586 0.000 -27.424
ZINC03672006 -20.442 -21.168 4.060 0.000 -28.669
ZINC03771889 -36.697 -17.556 -16.365 0.000 -25.685
ZINC03778216 -17.935 -13.094 -1.454 0.000 -24.555
ZINC03780342 -24.083 -20.325 -0.757 0.000 -19.975
ZINC03780346 -23.990 -20.441 -0.345 0.000 -28.834
ZINC03780362 -26.560 -20.810 -3.776 0.000 -27.500
ZINC03782709 -27.818 -20.747 -3.930 0.000 -28.803
ZINC03793210 -18.861 -20.686 1.419 0.000 -26.535
ZINC03795497 -21.027 -13.981 -3.765 0.000 -28.326
ZINC03799268 -25.982 -19.081 -3.520 0.000 -30.765
ZINC03799479 -19.155 -17.024 1.134 0.000 -28.759
ZINC03801833 -18.936 -12.886 -4.308 0.000 -26.698
ZINC03803631 -24.644 -18.757 -2.653 0.000 -29.437
ZINC03803638 -19.997 -17.888 -0.153 0.000 -29.195
ZINC03804742 -21.052 -19.359 -2.178 0.000 -30.932
ZINC03805579 -21.021 -13.652 -4.030 0.000 -29.781
ZINC03805582 -15.245 -12.879 0.829 0.000 -28.218
ZINC03805585 -10.598 -11.769 4.451 0.000 -26.325
ZINC03805588 -20.307 -19.815 2.770 0.000 -30.381
ZINC03805592 -18.851 -15.856 0.368 0.000 -29.635
ZINC03805940 -22.211 -17.741 -1.069 0.000 -27.177
ZINC03812228 -23.394 -18.515 -1.590 0.000 -30.030
ZINC03824520 -21.034 -17.253 -0.459 0.000 -25.506
ZINC03838297 -21.808 -20.120 1.571 0.000 -26.432
ZINC03839243 -22.523 -14.860 -4.321 0.000 -26.938
ZINC03839984 -33.994 -25.462 -5.284 0.000 -28.212
ZINC03841028 -29.777 -23.249 -3.116 0.000 -24.884
ZINC03842528 -16.087 -16.853 0.476 0.000 -26.703
ZINC03846620 -24.661 -19.035 -2.352 0.000 -26.769
ZINC03849434 -22.358 -15.556 -3.488 0.000 -22.644
ZINC03849762 -24.142 -18.617 -2.138 0.000 -24.806
ZINC03850256 -21.722 -18.691 0.364 0.000 -30.113
ZINC03850351 -25.341 -17.030 -4.969 0.000 -30.430
ZINC03850354 -29.409 -16.658 -9.576 0.000 -26.658
ZINC03850417 -26.480 -20.237 -2.922 0.000 -29.260
ZINC03850818 -25.289 -19.702 -2.213 0.000 -24.413
ZINC03850924 -21.786 -18.308 -3.843 0.000 -27.186
ZINC03851309 -22.936 -20.144 0.502 0.000 -28.603
ZINC03851341 -24.878 -23.011 0.054 0.000 -29.280
ZINC03851342 -23.395 -20.114 0.081 0.000 -28.114
ZINC03851555 -24.903 -22.660 0.054 0.000 -28.439
ZINC03851814 -22.595 -20.461 1.135 0.000 -31.788
ZINC03852032 -24.522 -22.087 0.898 0.000 -29.301
ZINC03852181 -19.620 -21.326 5.001 0.000 -30.013
ZINC03852232 -15.946 -18.532 5.985 0.000 -27.514
ZINC03852243 -20.858 -18.917 1.367 0.000 -28.733
ZINC03852281 -23.444 -21.820 -1.906 0.000 -25.358
ZINC03852403 -21.663 -19.068 0.257 0.000 -27.502
ZINC03852422 -24.540 -22.382 1.199 0.000 -30.430
ZINC03852800 -21.293 -16.831 -1.164 0.000 -27.321
ZINC03852945 -26.779 -22.651 -0.785 0.000 -26.391
ZINC03853009 -18.840 -14.795 -0.667 0.000 -24.778
ZINC03853010 -23.241 -20.314 0.497 0.000 -26.649
ZINC03853016 -19.352 -15.793 -0.160 0.000 -25.178
ZINC03853017 -21.552 -15.460 -2.722 0.000 -24.470
ZINC03853018 -23.528 -19.076 -1.143 0.000 -27.464
ZINC03853019 -21.133 -17.087 -0.724 0.000 -22.533
ZINC03853314 -22.320 -17.986 -1.843 0.000 -27.334
ZINC03853494 -16.421 -13.133 0.050 0.000 -27.554
ZINC03853513 -24.718 -18.531 -2.889 0.000 -32.931
ZINC03854059 -27.337 -24.625 0.495 0.000 -26.570
ZINC03854742 -23.741 -16.154 -4.167 0.000 -26.745
ZINC03854743 -21.994 -16.668 -2.154 0.056 -20.832
ZINC03854744 -22.109 -23.277 0.816 0.000 -29.189
ZINC03854790 -17.154 -13.885 0.039 0.000 -26.247
ZINC03855109 -22.795 -18.130 -1.462 0.000 -23.004
ZINC03855497 -24.337 -23.941 2.878 0.000 -23.313
ZINC03856220 -23.542 -20.469 0.172 0.000 -24.566
ZINC03856221 -25.104 -17.357 -4.356 0.000 -30.757
ZINC03857364 -19.313 -14.480 -1.514 0.000 -24.637
ZINC03857365 -18.322 -13.930 -1.093 0.000 -25.445
ZINC03857366 -20.970 -16.867 -0.842 0.000 -27.142
ZINC03857370 -23.836 -15.415 -5.094 0.000 -25.691
ZINC03858046 -25.706 -24.345 0.607 0.000 -31.138
ZINC03858047 -28.367 -24.734 -0.269 0.000 -28.091
ZINC03858105 -19.801 -13.255 -3.243 0.000 -27.681
ZINC03858546 -26.470 -20.130 -3.433 0.141 -26.476
ZINC03858564 -25.374 -23.488 1.483 0.000 -28.011
ZINC03858570 -26.045 -17.931 -6.188 0.000 -28.300
ZINC03858790 -22.084 -20.147 -2.266 0.000 -27.909
ZINC03858791 -18.396 -18.185 -0.496 0.000 -27.864
ZINC03859012 -18.827 -14.177 -1.244 0.000 -27.660
ZINC03859258 -24.591 -20.759 -0.600 0.000 -27.421
ZINC03859324 -21.474 -20.644 -1.177 0.009 -23.153
ZINC03859801 -23.854 -16.567 -3.894 0.000 -27.569
ZINC03859865 -17.291 -15.850 1.985 0.000 -22.779
ZINC03859878 -21.817 -16.939 -1.559 0.000 -28.037
ZINC03859908 -24.683 -22.592 -0.246 0.000 -28.599
ZINC03859942 -24.223 -20.507 -1.739 0.000 -26.587
ZINC03859949 -24.861 -20.662 -0.800 0.000 -29.955
ZINC03860058 -20.691 -19.266 1.900 0.000 -24.664
ZINC03860103 -18.418 -15.909 0.376 0.000 -23.746
ZINC03866727 -28.017 -24.265 -0.356 0.000 -26.653
ZINC03866745 -19.580 -21.038 4.405 0.000 -22.952
ZINC03866764 -19.502 -16.958 0.759 0.008 -26.668
ZINC03866814 -20.474 -19.266 1.992 0.000 -31.193
ZINC03866891 -17.881 -16.316 1.707 0.000 -28.176
ZINC03866892 -17.927 -13.554 -1.129 0.000 -26.012
ZINC03866941 -14.850 -13.089 1.456 0.000 -24.547
ZINC03866952 -18.026 -18.761 4.053 0.000 -30.780
ZINC03866973 -16.541 -17.041 3.699 0.000 -29.601
ZINC03866979 -18.991 -13.625 -2.063 0.000 -26.944
ZINC03867016 -22.534 -20.201 1.057 0.000 -25.184
ZINC03867017 -27.005 -24.787 1.112 0.000 -27.043
ZINC03867045 -23.468 -19.542 -0.593 0.000 -27.416
ZINC03867108 -28.531 -22.520 -2.750 0.000 -30.425
ZINC03867264 -26.827 -18.120 -5.448 0.000 -28.868
ZINC03867269 -33.822 -21.530 -9.006 0.000 -28.501
ZINC03867332 -14.746 -13.366 1.986 0.000 -21.077
ZINC03867374 -21.018 -14.194 -3.554 0.000 -28.762
ZINC03867375 -24.014 -15.554 -5.034 0.000 -23.933
ZINC03867435 -19.521 -15.270 -0.942 0.000 -27.654
ZINC03867436 -18.482 -17.924 2.691 0.000 -29.463
ZINC03867612 -20.760 -17.191 -0.292 0.000 -31.122
ZINC03867793 -22.804 -23.870 4.323 0.000 -32.038
ZINC03868772 -17.179 -16.203 2.404 0.000 -30.602
ZINC03883017 -21.276 -20.992 2.942 0.000 -30.027
ZINC03889394 -34.867 -24.463 -7.110 0.000 -26.799
ZINC03889395 -26.891 -21.842 -1.650 0.000 -25.626
ZINC03889599 -26.000 -18.274 -4.364 0.000 -25.605
ZINC03889600 -21.810 -17.373 -1.065 0.000 -28.123
ZINC03889675 -21.686 -15.376 -2.991 0.000 -26.355
ZINC03889740 -27.680 -23.112 -4.880 0.001 -27.890
ZINC03889754 -20.715 -16.138 -1.317 0.000 -25.354
ZINC03889853 -19.144 -18.841 2.990 0.000 -26.373
ZINC03889855 -18.189 -20.066 5.162 0.000 -29.862
ZINC03889874 -23.846 -22.734 2.242 0.000 -32.236
ZINC03889938 -27.643 -20.578 -3.816 0.000 -27.715
ZINC03890186 -23.478 -17.441 -2.748 0.000 -26.232
ZINC03890211 -19.823 -9.728 -6.702 0.000 -22.128
ZINC03890212 -21.564 -17.782 -0.463 0.000 -24.752
ZINC03890214 -15.485 -16.730 4.468 0.000 -26.133
ZINC03890343 -34.583 -15.178 -16.114 0.000 -28.578
ZINC03890344 -33.492 -11.599 -18.604 0.000 -24.999
ZINC03890940 -16.862 -12.313 -1.223 0.000 -22.832
ZINC03890964 -18.519 -16.729 1.413 0.000 -25.134
ZINC03891022 -32.068 -26.978 -1.819 0.000 -26.649
ZINC03891162 -17.702 -14.962 0.463 0.000 -23.693
ZINC03892565 -18.934 -17.731 2.110 0.000 -28.731
ZINC03892860 -31.058 -17.303 -10.397 0.000 -27.819
ZINC03892862 -21.651 -19.205 0.781 0.000 -28.322
ZINC03892875 -22.380 -19.596 0.567 0.000 -26.345
ZINC03892881 -26.490 -20.346 -2.813 0.000 -26.364
ZINC03892903 -26.598 -22.006 -1.263 0.000 -28.118
ZINC03892920 -28.493 -25.083 -0.155 0.000 -31.633
ZINC03892935 -23.812 -18.454 -2.272 0.000 -26.985
ZINC03892960 -23.788 -21.722 1.193 0.000 -28.356
ZINC03892962 -23.912 -21.020 0.287 0.000 -25.623
ZINC03892997 -22.349 -17.592 -1.434 0.000 -27.093
ZINC03913827 -23.704 -18.392 -1.908 0.000 -24.508
ZINC03915871 -17.835 -16.536 -1.569 0.000 -26.815
ZINC03916333 -30.151 -26.824 -0.012 0.000 -29.993
ZINC03917815 -26.881 -20.994 -2.760 0.000 -29.540
ZINC03918902 -19.309 -20.895 4.817 0.000 -29.611
ZINC03918906 -22.122 -19.222 0.320 0.080 -27.810
ZINC03919168 -34.273 -26.608 -4.423 0.000 -27.500
ZINC03923561 -21.256 -18.214 0.325 0.000 -23.047
ZINC03925855 -24.620 -25.247 0.295 0.000 -35.018
ZINC03926127 -16.415 -14.773 1.781 0.000 -26.458
ZINC03927802 -27.882 -23.800 -1.160 0.000 -30.439
ZINC03927804 -29.228 -25.437 -0.360 0.000 -30.892
ZINC03929082 -19.018 -15.986 0.208 0.000 -27.579
ZINC03934216 -19.134 -21.554 1.870 0.000 -27.908
ZINC03935889 -21.858 -19.037 0.544 0.000 -29.761
ZINC03936408 -22.006 -26.572 4.070 0.000 -32.168
ZINC03937005 -16.358 -16.951 3.836 0.000 -27.666
ZINC03937827 -26.252 -21.907 -0.989 0.000 -28.735
ZINC03939757 -18.727 -15.363 -0.195 0.000 -28.059
ZINC03941395 -17.819 -15.071 0.645 0.000 -25.095
ZINC03942066 -27.516 -22.217 -3.390 0.000 -30.584
ZINC03942691 -28.605 -25.516 -1.172 0.000 -28.122
ZINC03943859 -25.443 -17.431 -4.643 0.000 -27.550
ZINC03943860 -25.271 -15.559 -6.360 0.000 -30.959
ZINC03943970 -22.471 -19.718 -3.171 0.000 -28.399
ZINC03944686 -20.994 -17.325 -0.470 0.000 -28.294
ZINC03944689 -17.862 -17.600 2.966 0.000 -31.609
ZINC03947386 -24.003 -24.014 3.274 0.000 -30.891
ZINC03957735 -23.282 -15.070 -4.955 0.000 -27.564
ZINC03962737 -22.248 -18.123 -1.629 0.000 -25.274
ZINC03964170 -15.441 -9.602 -2.547 0.000 -24.117
ZINC03965642 -17.461 -15.796 1.579 0.001 -22.892
ZINC03965643 -27.571 -19.789 -4.448 0.000 -23.407
ZINC03965654 -27.725 -20.969 -3.499 0.000 -29.558
ZINC03965655 -24.015 -19.891 -0.798 0.000 -25.451
ZINC03965658 -26.093 -21.589 -1.219 0.000 -30.409
ZINC03965695 -26.073 -20.792 -1.988 0.000 -24.631
ZINC03965697 -25.682 -18.557 -3.699 0.000 -22.024
ZINC03968036 -21.601 -19.970 1.582 0.000 -28.151
ZINC03968039 -21.103 -20.330 2.480 0.000 -25.390
ZINC03968171 -22.645 -25.467 2.554 0.000 -27.228
ZINC03968441 -24.551 -23.904 2.591 0.000 -26.660
ZINC03968451 -19.732 -15.197 -1.180 0.000 -26.712
ZINC03968522 -22.622 -17.133 -2.300 0.000 -27.747
ZINC03968523 -25.728 -19.321 -3.157 0.000 -32.643
ZINC03968524 -19.319 -15.012 -0.957 0.000 -25.387
ZINC03968586 -20.181 -14.049 -2.730 0.000 -23.849
ZINC03968658 -23.512 -17.932 -2.329 0.000 -24.845
ZINC03968977 -25.653 -21.406 -1.041 0.000 -27.162
ZINC03969156 -19.942 -19.611 -0.644 0.000 -25.922
ZINC03969450 -28.783 -24.443 -1.134 0.000 -24.767
ZINC03969451 -23.447 -17.571 -2.787 0.000 -23.143
ZINC03969543 -26.727 -23.939 0.579 0.000 -28.040
ZINC03969716 -13.038 -9.958 0.182 0.000 -24.358
ZINC03969921 -17.821 -13.868 -0.640 0.000 -21.455
ZINC03969922 -19.198 -16.718 0.925 0.000 -28.196
ZINC03970221 -23.415 -20.180 0.057 0.000 -26.903
ZINC03970308 -18.895 -13.598 -2.124 0.000 -25.365
ZINC03970560 -28.838 -20.391 -5.061 0.000 -26.882
ZINC03970623 -17.664 -12.281 -2.069 0.000 -23.565
ZINC03970653 -19.995 -15.017 -1.756 0.000 -22.427
ZINC03970813 -20.999 -18.484 0.799 0.000 -23.825
ZINC03970814 -21.465 -15.754 -2.277 0.000 -23.561
ZINC03970829 -19.948 -19.127 2.439 0.000 -26.607
ZINC03971516 -21.029 -16.887 -0.912 0.000 -25.584
ZINC03971601 -22.363 -17.539 -1.469 0.000 -25.347
ZINC03971602 -20.311 -14.559 -2.577 0.000 -26.503
ZINC03971670 -23.661 -22.667 2.356 0.000 -32.332
ZINC03971837 -19.599 -14.591 -1.739 0.000 -25.607
ZINC03971840 -22.062 -13.785 -4.992 0.000 -25.303
ZINC03971843 -19.436 -16.166 0.103 0.000 -29.031
ZINC03971846 -14.758 -9.323 -2.136 0.000 -25.882
ZINC03971945 -20.785 -14.885 -2.665 0.000 -23.872
ZINC03972432 -16.097 -14.953 1.977 0.000 -25.504
ZINC03972963 -17.483 -18.072 3.974 0.000 -25.521
ZINC03972967 -24.583 -22.549 1.286 0.000 -29.415
ZINC03973006 -20.919 -20.745 3.143 0.000 -29.393
ZINC03973073 -24.734 -23.243 0.463 0.000 -31.337
ZINC03973140 -27.945 -17.094 -7.917 0.000 -26.989
ZINC03973144 -23.523 -18.864 -1.399 0.000 -24.503
ZINC03973169 -25.882 -23.228 0.404 0.000 -26.596
ZINC03973236 -25.736 -22.957 0.415 0.000 -29.267
ZINC03973243 -27.049 -22.727 -0.880 0.000 -29.230
ZINC03973277 -25.286 -17.249 -4.629 0.000 -27.718
ZINC03973307 -22.951 -15.523 -4.127 0.000 -26.523
ZINC03973316 -26.754 -17.678 -5.860 0.000 -26.516
ZINC03973338 -20.473 -11.120 -5.957 0.000 -21.159
ZINC03973350 -22.055 -19.641 -2.766 0.000 -24.414
ZINC03973358 -16.466 -18.967 2.135 0.000 -28.353
ZINC03973405 -15.799 -16.963 4.485 0.000 -24.062
ZINC03973414 -18.301 -19.537 4.275 0.000 -26.453
ZINC03973532 -17.194 -12.274 -1.604 0.000 -26.674
ZINC03973555 -23.236 -18.661 -1.321 0.000 -27.038
ZINC03973566 -18.211 -19.643 4.663 0.000 -28.061
ZINC03973590 -25.678 -20.407 -3.266 0.000 -26.542
ZINC03973731 -21.071 -21.123 3.137 0.000 -27.590
ZINC03973739 -21.053 -20.138 2.282 0.000 -28.533
ZINC03973825 -21.508 -23.216 4.973 0.000 -28.113
ZINC03973849 -23.596 -22.690 2.432 0.000 -27.246
ZINC03973899 -22.261 -17.797 -4.821 0.000 -25.325
ZINC03973986 -25.182 -19.923 -5.807 0.000 -28.456
ZINC03973991 -24.201 -20.087 -0.739 0.000 -29.387
ZINC03974015 -21.837 -19.362 0.785 0.000 -27.709
ZINC03974031 -19.373 -17.596 1.463 0.000 -27.984
ZINC03974119 -19.215 -18.047 2.067 0.000 -29.047
ZINC03974136 -28.782 -19.878 -5.595 0.000 -24.828
ZINC03974161 -24.965 -17.887 -3.789 0.000 -29.440
ZINC03974195 -17.769 -19.244 3.876 0.000 -25.858
ZINC03974207 -19.829 -15.964 -0.569 0.000 -25.492
ZINC03974249 -22.725 -22.205 1.411 0.000 -29.709
ZINC03974253 -25.995 -14.874 -11.437 0.000 -22.745
ZINC03974982 -20.400 -13.114 -3.969 0.000 -21.484
ZINC03975521 -28.678 -26.473 1.188 0.000 -27.818
ZINC03975860 -21.829 -18.870 0.426 0.000 -29.563
ZINC03975863 -24.822 -21.277 -0.143 0.000 -26.623
ZINC03975870 -21.271 -21.638 3.641 0.000 -30.457
ZINC03976455 -16.923 -15.921 2.313 0.008 -27.559
ZINC03976852 -19.683 -22.354 2.382 0.000 -28.794
ZINC03976854 -20.619 -24.268 6.969 0.000 -29.513
ZINC03977055 -23.126 -20.051 0.158 0.000 -30.899
ZINC03977088 -19.095 -19.456 3.662 0.000 -29.275
ZINC03977093 -17.193 -13.812 0.010 0.000 -26.038
ZINC03977124 -28.386 -28.814 3.705 0.000 -32.374
ZINC03977152 -28.420 -23.199 -1.970 0.000 -28.734
ZINC03977173 -13.928 -13.516 3.007 0.000 -26.615
ZINC03977249 -20.989 -13.855 -3.867 0.000 -25.062
ZINC03977284 -21.996 -21.433 -0.866 0.000 -30.321
ZINC03977396 -23.948 -20.411 -0.230 0.000 -27.026
ZINC03977397 -23.092 -16.623 -3.063 0.000 -27.161
ZINC03977398 -21.815 -18.392 -0.131 0.000 -24.455
ZINC03977412 -28.233 -22.618 -2.321 0.000 -28.108
ZINC03977431 -21.585 -19.632 -2.353 0.000 -28.518
ZINC03977469 -14.977 -8.804 -2.940 0.000 -20.523
ZINC03977538 -15.535 -14.369 2.070 0.044 -24.723
ZINC03977553 -22.759 -24.003 4.219 0.000 -28.609
ZINC03979776 -20.968 -15.728 -1.814 0.000 -24.966
ZINC03979796 -20.469 -17.030 -0.200 0.000 -24.151
ZINC03979813 -23.060 -18.119 -1.715 0.000 -25.379
ZINC03979895 -25.333 -19.743 -2.261 0.000 -29.960
ZINC03979896 -27.174 -21.190 -2.764 0.000 -28.385
ZINC03979940 -22.525 -17.378 -1.959 0.000 -25.193
ZINC03980019 -20.106 -16.954 0.239 0.000 -28.937
ZINC03980055 -27.320 -24.507 0.408 0.000 -28.594
ZINC03980073 -20.264 -16.643 -0.260 0.000 -25.813
ZINC03980199 -19.558 -15.800 -0.407 0.000 -27.355
ZINC03980200 -24.649 -20.452 -0.926 0.000 -27.289
ZINC03980426 -21.516 -8.539 -13.277 0.000 -23.911
ZINC03980730 -15.809 -18.217 1.976 0.011 -30.732
ZINC03983078 -31.888 -19.986 -8.637 0.000 -24.816
ZINC03983227 -22.232 -18.116 -0.862 0.000 -26.125
ZINC03983703 -23.227 -21.401 1.548 0.000 -25.601
ZINC03984317 -25.506 -22.072 -0.018 0.000 -31.201
ZINC03984344 -18.934 -23.392 4.110 0.000 -30.262
ZINC03984369 -29.941 -28.158 1.553 0.000 -32.196
ZINC03984439 -20.616 -21.250 0.358 0.000 -27.368
ZINC03984490 -21.247 -21.454 3.388 0.000 -26.372
ZINC03984497 -24.869 -22.171 0.614 0.000 -26.482
ZINC03984512 -21.343 -12.467 -5.532 0.000 -23.982
ZINC03984548 -22.164 -21.066 0.833 0.000 -26.590
ZINC03984556 -19.325 -17.971 1.712 0.000 -28.767
ZINC03984558 -22.318 -17.556 -1.576 0.000 -25.081
ZINC03984573 -25.689 -19.753 -2.648 0.000 -28.031
ZINC03984575 -26.990 -23.688 -0.037 0.000 -28.619
ZINC03984582 -21.118 -21.910 2.681 0.000 -29.100
ZINC03984622 -22.637 -16.063 -3.222 0.000 -30.346
ZINC03984623 -19.859 -16.887 0.325 0.000 -27.342
ZINC03984630 -20.681 -17.255 -0.207 0.000 -27.681
ZINC03984643 -21.892 -20.854 2.245 0.000 -28.852
ZINC03984645 -24.980 -19.999 -1.653 0.000 -28.639
ZINC03984648 -21.004 -21.832 4.059 0.000 -27.631
ZINC03984650 -28.635 -26.186 0.818 0.000 -30.341
ZINC03984654 -23.715 -21.585 1.256 0.000 -27.369
ZINC03984676 -24.812 -24.009 1.086 0.000 -31.557
ZINC03984693 -17.865 -18.433 2.450 0.000 -30.000
ZINC03984696 -28.475 -24.950 -0.259 0.000 -29.495
ZINC03984706 -30.587 -28.011 0.711 0.000 -31.473
ZINC03984728 -21.985 -20.861 1.884 0.000 -31.955
ZINC03984746 -32.911 -29.538 -3.769 0.000 -32.066
ZINC03984749 -19.346 -17.407 1.291 0.000 -26.738
ZINC03984794 -22.514 -19.000 -0.286 0.000 -27.967
ZINC03984801 -24.148 -22.270 1.456 0.000 -31.557
ZINC03986185 -15.192 -9.560 -3.707 0.000 -22.963
ZINC03986226 -20.311 -17.675 0.607 0.000 -29.404
ZINC03986422 -23.639 -19.023 -1.250 0.000 -27.182
ZINC03986648 -19.795 -14.727 -1.633 0.000 -23.041
ZINC03986668 -21.519 -19.622 1.327 0.000 -26.025
ZINC03986765 -22.038 -19.668 -0.445 0.008 -30.001
ZINC03986766 -27.732 -21.137 -3.212 0.000 -26.837
ZINC03986921 -21.655 -12.645 -5.629 0.000 -20.856
ZINC03986925 -26.216 -16.233 -6.650 0.000 -27.748
ZINC03987274 -17.342 -18.559 3.107 0.002 -25.259
ZINC03987279 -14.731 -16.080 4.635 0.000 -25.746
ZINC03987405 -22.488 -19.301 0.145 0.000 -28.472
ZINC03987410 -21.351 -20.165 2.231 0.000 -27.376
ZINC03987553 -24.797 -23.895 2.257 0.000 -31.165
ZINC03987778 -20.704 -10.769 -6.572 0.000 -24.272
ZINC03987826 -18.805 -14.060 -5.098 0.000 -26.050
ZINC03987827 -26.165 -18.815 -4.082 0.000 -25.480
ZINC03987861 -19.134 -18.541 2.703 0.000 -25.071
ZINC03987862 -22.628 -19.426 -0.105 0.000 -27.279
ZINC03987915 -24.122 -16.613 -4.104 0.000 -27.128
ZINC03987938 -20.736 -12.057 -5.327 0.000 -22.926
ZINC03987940 -22.187 -16.401 -2.351 0.000 -24.438
ZINC03987972 -17.204 -13.241 -0.648 0.000 -26.085
ZINC03988058 -21.750 -19.477 -2.676 0.000 -27.013
ZINC03989354 -17.528 -8.540 -5.581 0.000 -19.071
ZINC03990180 -20.269 -17.455 0.402 0.000 -24.686
ZINC03990451 -10.781 -16.094 8.593 0.000 -26.409
ZINC03991031 -18.982 -18.506 2.880 0.000 -31.211
ZINC03991072 -21.212 -18.143 0.115 0.000 -29.337
ZINC03991931 -22.827 -14.480 -5.092 0.000 -24.103
ZINC03991992 -36.367 -16.469 -16.502 0.000 -23.719
ZINC03991993 -38.659 -20.309 -15.181 0.000 -26.644
ZINC03991994 -35.825 -17.522 -15.027 0.000 -26.584
ZINC03992767 -22.050 -13.936 -4.771 0.000 -27.336
ZINC03992798 -24.110 -18.349 -2.479 0.000 -26.864
ZINC03992850 -23.604 -19.716 -0.635 0.000 -26.901
ZINC03992880 -13.175 -14.661 1.185 0.000 -21.082
ZINC03992884 -21.166 -17.239 -0.638 0.000 -30.637
ZINC03993016 -27.458 -18.318 -5.821 0.000 -24.820
ZINC03993065 -22.363 -15.860 -3.203 0.000 -26.909
ZINC03993066 -17.593 -14.047 -0.237 0.000 -23.121
ZINC03993086 -27.440 -22.453 -5.292 0.000 -28.252
ZINC03994893 -20.545 -23.044 5.688 0.052 -31.264
ZINC03995537 -14.687 -16.767 5.291 0.000 -26.078
ZINC03997165 -23.175 -20.549 0.763 0.000 -27.854
ZINC03997167 -19.552 -19.055 2.801 0.000 -27.449
ZINC03997750 -17.614 -14.296 -3.723 0.000 -25.938
ZINC03997755 -29.690 -25.514 -0.939 0.000 -28.689
ZINC03997900 -24.102 -19.719 -1.137 0.000 -28.577
ZINC04000710 -23.330 -17.254 -2.779 0.000 -24.893
ZINC04000720 -29.603 -24.093 -2.145 0.000 -25.866
ZINC04000963 -20.027 -19.410 1.214 0.000 -25.010
ZINC04001230 -27.306 -24.656 0.763 0.000 -29.438
ZINC04001237 -21.029 -19.387 -1.907 0.000 -26.872
ZINC04003689 -24.457 -22.164 1.094 0.000 -26.265
ZINC04004646 -26.416 -16.800 -6.238 0.000 -24.290
ZINC04014618 -16.575 -18.670 5.250 0.000 -26.111
ZINC04015452 -23.469 -18.779 -1.479 0.000 -27.798
ZINC04016690 -14.581 -15.131 3.803 0.009 -21.407
ZINC04016692 -17.249 -15.105 1.121 0.000 -22.392
ZINC04016760 -21.330 -15.671 -2.262 0.000 -22.800
ZINC04017218 -17.739 -17.483 3.018 0.000 -23.210
ZINC04017847 -25.054 -16.223 -5.522 0.000 -24.541
ZINC04018592 -18.116 -15.047 0.086 0.000 -27.186
ZINC04035817 -20.413 -16.393 -0.734 0.000 -23.500
ZINC04044580 -14.829 -9.224 -2.325 0.000 -25.671
ZINC04045764 -17.751 -16.460 -1.745 0.000 -25.905
ZINC04056490 -16.858 -12.055 -1.401 0.000 -27.455
ZINC04056534 -18.412 -13.312 -1.727 0.000 -27.047
ZINC04063895 -17.210 -15.762 1.761 0.000 -28.290
ZINC04081297 -21.623 -14.962 -3.355 0.000 -25.849
ZINC04103381 -25.951 -22.015 -0.692 0.000 -28.523
ZINC04146236 -17.665 -22.457 7.996 0.000 -28.866
ZINC04146244 -10.695 -5.314 -2.110 0.000 -19.259
ZINC04146263 -24.222 -23.581 2.621 0.009 -29.538
ZINC04146270 -17.435 -10.242 -3.994 0.000 -22.875
